review_id,image_id,image_path_or_relative_key,image_sha256,source_dataset,source_site,source_camera_or_group,source_category_names,suggested_model1_label,suggestion_confidence,reviewer_label,reviewer_confidence,reviewer_notes,reviewer_decision,review_timestamp
seaclear-v1-review-008033,8033,Marseille/SIP-E323CV/Cam1_16_28_15_10_11_2020.mp4_01047.jpg,d55e6f7902b977d3cd8e4c3e057f677867f83e67eba3312dd9cef1f3bc5e51e4,SeaClear v1,Marseille,Marseille/SIP-E323CV,rov_cable,unknown,low,,,,,
seaclear-v1-review-007103,7103,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_01144.jpg,f0f2ddf1210d6161e06d0353523ec3cef4fdc9c02b52207efcac6e952935d548,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-005595,5595,Marseille/SIP-E323CV/Cam1_16_24_32_10_11_2020.mp4_00253.jpg,d5272cfa6a86b04150b25c65040887f89ba425c9b0de23b5004efc9f954e410e,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-000999,999,Bistrina/Paralenz Vaquita Gen 2/1899.jpg,b3657277829d5b62df03fda2cd9f8496b9564ecd0633ab9f31ba1c1021e75dbf,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;bottle_glass;branch_wood;net_plastic;wreckage_metal,marine_debris,medium,,,,,
seaclear-v1-review-008407,8407,Marseille/SIP-E323CV/Cam1_16_33_38_10_11_2020.mp4_00675.jpg,5368e4e56d56aa343ef452795d7338276b50ed3dffbcf0fdcb957814ec9ee5f0,SeaClear v1,Marseille,Marseille/SIP-E323CV,bag_plastic,marine_debris,medium,,,,,
seaclear-v1-review-003702,3702,Jakljan/Bluerobotics HD/4340.jpg,6cb74504b3cc16e437f9ea53aadd489f8bdc234d74e18301d2cd5559e205412b,SeaClear v1,Jakljan,Jakljan/Bluerobotics HD,bottle_glass;plant;unknown_instance,marine_debris,medium,,,,,
seaclear-v1-review-004213,4213,Bistrina/Bluerobotics HD/617.jpg,f5b1f7da1e1ad477ea398be7bb8c92eb98fc759a0b90d156aa8537555f4e77bb,SeaClear v1,Bistrina,Bistrina/Bluerobotics HD,animal_sponge;animal_urchin;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-007134,7134,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_01175.jpg,c484140dd57b0e23e1a44258d21fdaa852789fd58be988cca08491948603e640,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-005921,5921,Marseille/SIP-E323CV/Cam1_16_24_32_10_11_2020.mp4_00662.jpg,dc09b4e618827c177d263145fe622c61b5a669d62344f0fe62685316d1d8f7f1,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-006655,6655,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_00573.jpg,32e0de082fe40470a549651b2e4db0c34c6703a2d988ae7f3429e243d0c9bea8,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-003514,3514,Lokrum/Bluerobotics HD/4171.jpg,6c37458650df7d33ec27b1e474d908e2281ce9dc72d561524660ae9b3e54f919,SeaClear v1,Lokrum,Lokrum/Bluerobotics HD,bottle_plastic;lid_plastic;rov_vehicle_leg;unknown_instance,marine_debris,medium,,,,,
seaclear-v1-review-006319,6319,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_00237.jpg,f4e8533279e934c9230932d847f0283c58343fcbfcc9e225b08dc3bcbbfa1700,SeaClear v1,Marseille,Marseille/SIP-E323CV,bag_plastic,marine_debris,medium,,,,,
seaclear-v1-review-002696,2696,Bistrina/Paralenz Vaquita Gen 2/3435.jpg,f67746fbd6c5fc6b341a6041a0aa247869f1e4ddfe9b70043b1bb5bf8ac0d8a7,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;animal_sponge;animal_urchin;can_metal;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-002164,2164,Bistrina/Paralenz Vaquita Gen 2/2957.jpg,3813485a81f8b7679bc8c00ffd052b312c49877c77ed3685791313e4a02a6762,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;animal_sponge;animal_urchin;bottle_glass;net_plastic;pipe_plastic;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-002185,2185,Bistrina/Paralenz Vaquita Gen 2/2976.jpg,239a5a7c5924797a36f6491a5f8d7832b714552e005118f1f804cdb463d0b6a2,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;animal_shells;animal_sponge;animal_urchin;bottle_glass;can_metal;net_plastic;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-002933,2933,Bistrina/Paralenz Vaquita Gen 2/3649.jpg,9f63fa3c711c3bb7739415cae5965af8c3b26b2ab242b22041ac4d07698f5293,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_urchin;brick_clay,marine_debris,medium,,,,,
seaclear-v1-review-001309,1309,Slano/Bluerobotics HD/218.jpg,632e94b76dc20a03e237d11a767a07c25249b6a585507e3e018962862c33fb23,SeaClear v1,Slano,Slano/Bluerobotics HD,cup_ceramic;jar_glass;plant;snack_wrapper_paper;unknown_instance,marine_debris,medium,,,,,
seaclear-v1-review-000915,915,Bistrina/Paralenz Vaquita Gen 2/1822.jpg,248390e15333cc6ecb81dbb29f8ef4634182ba942a45df06d974b350c4d0559c,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;rope_fiber;wreckage_metal,marine_debris,medium,,,,,
seaclear-v1-review-002979,2979,Bistrina/Paralenz Vaquita Gen 2/3690.jpg,ce6ed345ab816f92e24151ab01e5ae39d84d346c88a3d2dcefdaa57b803d18c8,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;animal_urchin;bottle_glass;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-007076,7076,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_01117.jpg,9015b909d9f584382a109b19f7b67282a537498e882a280aa601bfdb747ac0e1,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-007073,7073,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_01114.jpg,2adf587787e741cf4937da8fe1f31b6d350b548ea58d6d22d0d99b5a76756c4d,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-008395,8395,Marseille/SIP-E323CV/Cam1_16_33_38_10_11_2020.mp4_00663.jpg,a92dc73b32bedcbb67a702d2c49eaa663afd318150ee81f3636fbe469f8927a7,SeaClear v1,Marseille,Marseille/SIP-E323CV,bag_plastic,marine_debris,medium,,,,,
seaclear-v1-review-005308,5308,Marseille/SIP-E323CV/Cam1_16_23_22_10_11_2020.mp4_00639.jpg,f3da5ae48cd3faca9194a0784bb598f8fe77d01683ea4b7bb1a949a7748af1b8,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-001820,1820,Bistrina/Paralenz Vaquita Gen 2/2646.jpg,58cee9314f3e2ffbca4e1fe388b526351fb7dd6675b6141f889e7322eb92e12e,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_shells;tube_cement,marine_debris,medium,,,,,
seaclear-v1-review-006371,6371,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_00289.jpg,9cbd9bf5a89d84526ec58ac061f1eeed9b3b88833d09f9e5b3357810a8abf64b,SeaClear v1,Marseille,Marseille/SIP-E323CV,bag_plastic;tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-006884,6884,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_00925.jpg,9c74b5f592ef4e70e5bb64652f181b621ac53cdaaa501fdcb07fcb51c90c3d41,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-003121,3121,Lokrum/Bluerobotics HD/3818.jpg,c3930a16c6cc80f595f1450fe4d619137dcca7d9952d7ef3843e32c5df0ca22f,SeaClear v1,Lokrum,Lokrum/Bluerobotics HD,bottle_plastic;can_metal;rov_vehicle_leg,marine_debris,medium,,,,,
seaclear-v1-review-007934,7934,Marseille/SIP-E323CV/Cam1_16_28_15_10_11_2020.mp4_00253.jpg,ececcba053fb3136add4358b6ecd97918ce1c13ca3b4d53ae6caee7d577bb4ae,SeaClear v1,Marseille,Marseille/SIP-E323CV,tube_cement,marine_debris,medium,,,,,
seaclear-v1-review-000366,366,Bistrina/Bluerobotics HD/1328.jpg,a9897af55a3b78a967eb43210e6f870e0d1e08417c96f2628d335627254f32b0,SeaClear v1,Bistrina,Bistrina/Bluerobotics HD,animal_urchin;rope_fiber;tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-008479,8479,Marseille/SIP-E323CV/Cam1_16_33_38_10_11_2020.mp4_01175.jpg,7ce41b9116edf4388afeb0eed743c8d7f566044dea4d4ede93d7f3c9506e8501,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-006521,6521,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_00439.jpg,eee6d59d13e3bb8764400bfd67867695ebe1d5a040581f463621ef6f5290d856,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-002597,2597,Bistrina/Paralenz Vaquita Gen 2/3346.jpg,b9f290aef9c487ec6d29a92482e0998bbf73da8025c6ccd58f96471176d32453,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;animal_urchin;bottle_glass;bottle_plastic;brick_clay;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-000733,733,Bistrina/Paralenz Vaquita Gen 2/1659.jpg,8e519c7fea0ed346ff4e8029a8d79deefb143eac060a6bb0f54ef40c662d1621,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_urchin;bottle_glass;brick_clay;rope_fiber;unknown_instance,marine_debris,medium,,,,,
seaclear-v1-review-001190,1190,Bistrina/Paralenz Vaquita Gen 2/2071.jpg,afc6775f5256427c4a2cc2be0fc6e1d8760394ca940d046ccc94cabf33909db9,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_urchin,fish_or_habitat_activity,low,,,,,
seaclear-v1-review-001007,1007,Bistrina/Paralenz Vaquita Gen 2/1906.jpg,f0227ec2b62bd2ab592722ef81f9e6179f9d69197734d38fcad351b8476e20a8,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;bottle_glass;branch_wood;net_plastic;wreckage_metal,marine_debris,medium,,,,,
seaclear-v1-review-004438,4438,Slano/Bluerobotics HD/82.jpg,5ee3f9cae11c6a6c5b2ea9ef5fad0594669c12839be1b157f19b95720732f46c,SeaClear v1,Slano,Slano/Bluerobotics HD,brick_clay;can_metal;plant,marine_debris,medium,,,,,
seaclear-v1-review-006068,6068,Marseille/SIP-E323CV/Cam1_16_24_32_10_11_2020.mp4_00818.jpg,b9ef985f094b8c25ae25c9f888c192ce50b2f510652dcc8e15a88564f3e06472,SeaClear v1,Marseille,Marseille/SIP-E323CV,rov_cable,unknown,low,,,,,
seaclear-v1-review-000012,12,Bistrina/Bluerobotics HD/1009.jpg,a9fcffae1723a66bec59b96e23334fe971b88c6004338288a01bf78bfd93cb94,SeaClear v1,Bistrina,Bistrina/Bluerobotics HD,animal_etc,fish_or_habitat_activity,low,,,,,
seaclear-v1-review-000857,857,Bistrina/Paralenz Vaquita Gen 2/1770.jpg,1e8e98b7c5f6ce8dcf230f9d3e2ab59794c105932111912776b1578687bf3c1f,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_shells;animal_sponge;animal_urchin;bottle_glass;brick_clay;net_plastic;rope_fiber;tube_cement;unknown_instance,marine_debris,medium,,,,,
seaclear-v1-review-002654,2654,Bistrina/Paralenz Vaquita Gen 2/3398.jpg,f9bfeede22d39eafae8e87988ae0d418a11894aca870bf7f5ea4751086c0337f,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;animal_sponge;animal_urchin;bottle_glass,marine_debris,medium,,,,,
seaclear-v1-review-002249,2249,Bistrina/Paralenz Vaquita Gen 2/3032.jpg,0ed061bb05ca6d98e78a4eca973c8b061ebaffbaf2fffbb7173b726ca8b66807,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,boot_rubber;bottle_glass;pipe_plastic,marine_debris,medium,,,,,
seaclear-v1-review-007655,7655,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_02276.jpg,0d55fe4609d92a51cf914c7479708a6c4d9edb343e9434c9319b657b5b965e1d,SeaClear v1,Marseille,Marseille/SIP-E323CV,tube_cement,marine_debris,medium,,,,,
seaclear-v1-review-005295,5295,Marseille/SIP-E323CV/Cam1_16_23_22_10_11_2020.mp4_00626.jpg,9ab39a04c78afd8788aa45247b165d54f5f51156614ae85c18f517f13d96c361,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-005034,5034,Bistrina/SIP-E323CV/2021_09_16_16_15_03_Front_13-34-24.jpg,65fdfd01427852dec8b9a41b10fdc73beb089df479f96f95d45f45ad461deb5f,SeaClear v1,Bistrina,Bistrina/SIP-E323CV,rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-005738,5738,Marseille/SIP-E323CV/Cam1_16_24_32_10_11_2020.mp4_00396.jpg,ad858571863cbcf15ea9b44af2584f70fc0bc186b5baeb3cd3126564fda6789c,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-000513,513,Bistrina/Bluerobotics HD/1460.jpg,be26f8a0bafc6f6bc2ce3e00cc3fe2a534c2978c3651bbfe3461b8158e47804a,SeaClear v1,Bistrina,Bistrina/Bluerobotics HD,animal_etc;animal_urchin;bottle_glass;brick_clay,marine_debris,medium,,,,,
seaclear-v1-review-005575,5575,Marseille/SIP-E323CV/Cam1_16_23_22_10_11_2020.mp4_01024.jpg,935bf92a62e325efbf6726d363d7909295f9c4e881d611686b14a23f6f2dc0b2,SeaClear v1,Marseille,Marseille/SIP-E323CV,bottle_plastic,marine_debris,medium,,,,,
seaclear-v1-review-003582,3582,Lokrum/Paralenz Vaquita Gen 2/4232.jpg,f0989ee2943d15b523930c32978a9d1f1750e2d5ad3d9f558939b0f9cd02e4c4,SeaClear v1,Lokrum,Lokrum/Paralenz Vaquita Gen 2,cup_plastic;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-002699,2699,Bistrina/Paralenz Vaquita Gen 2/3438.jpg,9fec670fa6ecb29c02829a6feb774deaad9691b251c7de524759d34f9906fb8f,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;animal_urchin;can_metal;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-000318,318,Bistrina/Bluerobotics HD/1285.jpg,26143cfc994abe13652a55ddedbc30facc1d37081bb9b353b8a02afe77170782,SeaClear v1,Bistrina,Bistrina/Bluerobotics HD,animal_urchin;cup_plastic;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-006462,6462,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_00380.jpg,a0e754b9b8d3963b2030bbf2bdf4ee2263d24ebb2c2cdf83dc38665ec980f0b3,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-004580,4580,Bistrina/Bluerobotics HD/948.jpg,8a93e611481b653a333db91e79b3c65f001a68d431c174c3b77c2cc5bdbd8fc4,SeaClear v1,Bistrina,Bistrina/Bluerobotics HD,animal_etc,fish_or_habitat_activity,low,,,,,
seaclear-v1-review-003473,3473,Lokrum/Bluerobotics HD/4134.jpg,d1ef35f8c25ad56a1c17de301277b7f40093fdfa6875aca4950b99a148d8597a,SeaClear v1,Lokrum,Lokrum/Bluerobotics HD,rov_vehicle_leg,unknown,low,,,,,
seaclear-v1-review-006657,6657,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_00575.jpg,5905e5742c2e55d1b1e67a4c7ee16900804b7af183fbbb960d58f4f68b2ffcb3,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-003685,3685,Jakljan/Bluerobotics HD/4325.jpg,21fdf0ae9ee5d282dce232096ce02a29cbb16c1ff2c165d9ecca6cd229a5fa58,SeaClear v1,Jakljan,Jakljan/Bluerobotics HD,animal_etc;animal_shells;bottle_glass;brick_clay;unknown_instance,marine_debris,medium,,,,,
seaclear-v1-review-007968,7968,Marseille/SIP-E323CV/Cam1_16_28_15_10_11_2020.mp4_00287.jpg,d1b4a4a14587ef8f3c986c71fa204e6f0d9b818a0845c509fe1ba02a12564580,SeaClear v1,Marseille,Marseille/SIP-E323CV,tube_cement,marine_debris,medium,,,,,
seaclear-v1-review-002471,2471,Bistrina/Paralenz Vaquita Gen 2/3232.jpg,3eb82808bb5f0b1ff15337fc4997ddf8b815e5ac3c13a1c024d471cefc40745b,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,bag_plastic;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-002075,2075,Bistrina/Paralenz Vaquita Gen 2/2877.jpg,c5e89fba4447dcc62ed7d674ac1963e65b3e8973aa87e5ed9137b2941b761b85,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_sponge;unknown_instance,fish_or_habitat_activity,low,,,,,
seaclear-v1-review-002916,2916,Bistrina/Paralenz Vaquita Gen 2/3633.jpg,9106b69aa58aa4c46ebd958f9738b81ce6916d6f49a9a756a358f40896e2da41,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_urchin;bottle_glass,marine_debris,medium,,,,,
seaclear-v1-review-008263,8263,Marseille/SIP-E323CV/Cam1_16_33_38_10_11_2020.mp4_00531.jpg,b2ce82294c8e75c7fce9f79d34b99121cf350f053b540f356debdec66cd130bf,SeaClear v1,Marseille,Marseille/SIP-E323CV,bag_plastic,marine_debris,medium,,,,,
seaclear-v1-review-002397,2397,Bistrina/Paralenz Vaquita Gen 2/3166.jpg,c8d917d14703d02cca66f0fd4039621dd871f5758af4c3535ee159b35758a3e4,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;animal_sponge;animal_urchin;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-001437,1437,Bistrina/Paralenz Vaquita Gen 2/2296.jpg,ec5150a061d0fd3632e623110281000b32a1cbb46dfbad2f672c90dd233d1426,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;bottle_glass;plant,marine_debris,medium,,,,,
seaclear-v1-review-002034,2034,Bistrina/Bluerobotics HD/284.jpg,a0d0161684ecbe95e0907c816043980ea6f8528487d91913b83771132e7ce53b,SeaClear v1,Bistrina,Bistrina/Bluerobotics HD,animal_urchin;net_plastic;rope_fiber;tube_cement,marine_debris,medium,,,,,
seaclear-v1-review-006779,6779,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_00697.jpg,5685a2e0c35b06760ee0937346e0e2634310fcef28493e5b743f6377d6a83d4a,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-002379,2379,Bistrina/Bluerobotics HD/315.jpg,9cd047a1374884eb7ef4d52cc314814c3f150ccbfc24d1279da5e8e5ad1de9e1,SeaClear v1,Bistrina,Bistrina/Bluerobotics HD,animal_shells;animal_urchin;net_plastic,marine_debris,medium,,,,,
seaclear-v1-review-007234,7234,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_01275.jpg,309cf3af1a700a48f5e96bf060ab3274fd863a676368e65878eaf05cbf0de53a,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber;tube_cement,marine_debris,medium,,,,,
seaclear-v1-review-006633,6633,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_00551.jpg,16451c9ff9f7ecfc3ccc5cd22135f049303988e99fb949c73fe4c4fb56c733a8,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-004125,4125,Bistrina/Bluerobotics HD/538.jpg,054241ae6d2a1b087c6d84aee202c11189320d9bc696c443ae27cb45c88e3aa2,SeaClear v1,Bistrina,Bistrina/Bluerobotics HD,animal_etc;animal_urchin;bottle_glass;net_plastic;plant;unknown_instance,marine_debris,medium,,,,,
seaclear-v1-review-007505,7505,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_01546.jpg,9c55e92f677d10f8e345e98660e3033bf39254800681b4d07fb9156e105a72b1,SeaClear v1,Marseille,Marseille/SIP-E323CV,tube_cement,marine_debris,medium,,,,,
seaclear-v1-review-002710,2710,Bistrina/Paralenz Vaquita Gen 2/3448.jpg,61f27bb21339add219e3ae0fc25416f4563e52775c92243115e48ab98967c223,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;animal_sponge;animal_urchin;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-007809,7809,Marseille/SIP-E323CV/Cam1_16_28_15_10_11_2020.mp4_00128.jpg,b549f7f1c9aefb2dc3f7d964a7055e452b07977657a7641c1c02eb77725b0c53,SeaClear v1,Marseille,Marseille/SIP-E323CV,tube_cement,marine_debris,medium,,,,,
seaclear-v1-review-003386,3386,Lokrum/Bluerobotics HD/4056.jpg,2fd92cebb913ca7531dd427ab547323a35fe82387db0d8f9ac09f6bc1d4a1c2f,SeaClear v1,Lokrum,Lokrum/Bluerobotics HD,branch_wood;rov_vehicle_leg,,none,,,,,
seaclear-v1-review-007549,7549,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_01718.jpg,40ce32e624ef3bdff845b51f1c0b632b4152ac4c53ac16243bb085143acc2fca,SeaClear v1,Marseille,Marseille/SIP-E323CV,tube_cement,marine_debris,medium,,,,,
seaclear-v1-review-006619,6619,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_00537.jpg,ad3adb16b6421819600a6d02f13b881d2d9bcf90e9cb0d8056fb06928cdbcee1,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-005376,5376,Marseille/SIP-E323CV/Cam1_16_23_22_10_11_2020.mp4_00707.jpg,22fb34b9c9cca10ef5bcf946526aeaf18c1126f7d52f8833742f873196090789,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-001029,1029,Bistrina/Paralenz Vaquita Gen 2/1926.jpg,c2ef9a0483cd7a7c8e2ff37cf94a6ecb85873213528843ff64a9615fc9f4666b,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;branch_wood;net_plastic;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-002234,2234,Bistrina/Paralenz Vaquita Gen 2/3019.jpg,8ed595170191d18b771630d9581d060a30b86d5ded6c097184865db4d927f984,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;animal_shells,fish_or_habitat_activity,low,,,,,
seaclear-v1-review-006560,6560,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_00478.jpg,f2517474ca24bd7ccf54eedc754ac9e77f8431fa4b1c72a83580a05874e14507,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-001101,1101,Bistrina/Paralenz Vaquita Gen 2/1991.jpg,da5d474c1bcead0a09e53a39820521e3605535adeed8809ee63a83c329f4a475,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;animal_sponge;bottle_glass;bottle_plastic;net_plastic;unknown_instance,marine_debris,medium,,,,,
seaclear-v1-review-002118,2118,Bistrina/Paralenz Vaquita Gen 2/2915.jpg,8a4de583114dbca7639646dee9576066850252dae322167ddbdc108820fdaef6,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;bottle_glass;net_plastic;rope_fiber,marine_debris,medium,,,,,
seaclear-v1-review-001730,1730,Bistrina/Paralenz Vaquita Gen 2/2564.jpg,db2ff30bc2dbe58efabde4b4a89c18ea196f5417f77ec74fe471702f7b78ad80,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,plant;unknown_instance,,none,,,,,
seaclear-v1-review-005706,5706,Marseille/SIP-E323CV/Cam1_16_24_32_10_11_2020.mp4_00364.jpg,b0b135acbdfb15ba5562144d47d46efb017e1a465c00aa3e8f9c2fe52e557054,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-001064,1064,Bistrina/Paralenz Vaquita Gen 2/1958.jpg,89a7ba994152df8ac2f94426731d3da0a8c20110ddbb00992572c06cd424fc5b,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;animal_shells;bottle_glass,marine_debris,medium,,,,,
seaclear-v1-review-001394,1394,Bistrina/Paralenz Vaquita Gen 2/2257.jpg,19cc01b22020ccf8e5cd6a8738a06bba837f13933a4ba1d3c70b9d188b7bdabe,SeaClear v1,Bistrina,Bistrina/Paralenz Vaquita Gen 2,animal_etc;bottle_glass;cable_metal;plant,marine_debris,medium,,,,,
seaclear-v1-review-006078,6078,Marseille/SIP-E323CV/Cam1_16_24_32_10_11_2020.mp4_00828.jpg,478a20e6a292f76820dedf3f6dcd41bef32b56e1b20bc231637af10f68b2451c,SeaClear v1,Marseille,Marseille/SIP-E323CV,rov_cable,unknown,low,,,,,
seaclear-v1-review-006210,6210,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_00128.jpg,e7d4f2215c2d5f5ffaa51a26d84a040efb214c11ea39ac1f5e2d99b031ac65ae,SeaClear v1,Marseille,Marseille/SIP-E323CV,bag_plastic;tire_rubber,marine_debris,medium,,,,,
seaclear-v1-review-005136,5136,Bistrina/SIP-E323CV/2021_09_17_11_24_42_Front_10-03-20.jpg,99687b8a0ce55e64024d9e6f488f631886fb6454ffe202edba09bd31d2f2844d,SeaClear v1,Bistrina,Bistrina/SIP-E323CV,rov_cable,unknown,low,,,,,
seaclear-v1-review-004446,4446,Bistrina/Bluerobotics HD/827.jpg,eb8a3b7edd961ab0cc9b8a3435c616337904acc6f6026fbeac2644da0844ea7d,SeaClear v1,Bistrina,Bistrina/Bluerobotics HD,animal_etc;animal_sponge,fish_or_habitat_activity,low,,,,,
seaclear-v1-review-007877,7877,Marseille/SIP-E323CV/Cam1_16_28_15_10_11_2020.mp4_00196.jpg,d276eaf37dae300cb2eb2a8c47c920402903d66dafeed77947fb8f86c7112ff6,SeaClear v1,Marseille,Marseille/SIP-E323CV,tube_cement,marine_debris,medium,,,,,
seaclear-v1-review-007012,7012,Marseille/SIP-E323CV/Cam1_16_26_03_10_11_2020.mp4_01053.jpg,78f22facd145725ddb67f3549f0f980998c258c1d8c7aea729b7a4fa7f787162,SeaClear v1,Marseille,Marseille/SIP-E323CV,tire_rubber,marine_debris,medium,,,,,
