timestamp_s,mission_id,duty,depth_m,depth_error_m,speed_mps,vertical_speed_mps,roll_deg,pitch_deg,yaw_rate_dps,current_a,voltage_v,thruster_cmd_mean,thruster_response_ratio,imu_depth_disagreement_m,dvl_quality,temperature_c,label
20.9,sim-0001,target_waypoint,60.51042,-0.0085,0.36949,0.08679,0.7079,-0.99807,0.43382,27.24259,47.37961,0.35025,0.8513,0.01978,0.96121,35.5499,hydrodynamic_drag
12.9,sim-0000,station_keeping,38.80187,0.00438,0.37542,0.00394,-1.57967,1.40402,-2.90079,29.61985,47.00633,0.5345,0.7704,0.00454,0.91196,29.58256,hydrodynamic_drag
30.2,sim-0001,target_waypoint,43.88056,-2.07524,0.48958,0.53612,0.64173,-5.91747,-3.41875,15.99557,47.54908,0.64468,0.93273,0.07338,0.86579,37.15763,buoyancy_imbalance
72.7,sim-0003,pipeline_tracking,67.91682,1.77136,0.91827,0.56952,-0.0394,9.52219,-0.03095,17.05503,46.55271,0.31599,0.93589,0.09046,0.93356,30.00326,buoyancy_imbalance
1.1,sim-0000,target_waypoint,36.18481,0.12181,0.36435,0.03357,1.15045,-0.60207,-4.85348,22.58193,49.30728,0.64649,0.55524,0.0291,1.0,28.39782,thruster_degradation
80.3,sim-0004,target_waypoint,75.34853,0.5863,0.54124,-0.00912,0.89263,0.66545,1.79366,17.72796,47.03049,0.49094,0.94124,0.98447,0.42505,30.23287,sensor_drift
53.8,sim-0002,pipeline_tracking,21.7356,-0.23246,0.65455,0.01224,-1.53717,1.33513,0.06499,21.9032,48.45733,0.64823,0.97996,2.43418,0.5007,34.36232,sensor_drift
55.9,sim-0002,pipeline_tracking,64.95037,-0.27651,0.28202,-0.02112,2.6406,0.28319,1.76492,22.97412,47.50411,0.54547,0.84357,0.05641,0.8694,35.34054,hydrodynamic_drag
11.0,sim-0000,target_waypoint,39.20808,0.06733,0.37972,-0.06577,1.34386,-0.04157,-2.62738,19.94077,47.62902,0.8932,1.01375,0.06213,0.93396,31.69689,nominal
55.5,sim-0002,station_keeping,26.89615,-0.05758,0.86522,-0.01715,-0.95503,-1.60468,-1.43045,18.37064,47.75655,0.36833,0.96009,0.08887,0.9665,28.3909,nominal
85.9,sim-0004,pipeline_tracking,8.21577,-0.03919,0.23914,-0.01476,-2.42134,-0.34072,-0.05148,24.73369,47.23869,0.52787,0.81291,0.0332,0.90239,29.39187,hydrodynamic_drag
85.7,sim-0004,target_waypoint,63.5102,-1.83947,0.58644,-0.54993,0.53903,-6.28946,1.91754,14.82415,47.27166,0.52727,0.91862,0.01846,0.95869,29.06443,buoyancy_imbalance
30.0,sim-0001,station_keeping,25.57304,0.12514,0.68726,-0.0532,-0.90229,-0.29137,-1.98283,16.60844,47.63641,0.51546,0.98698,0.01334,0.91372,29.00842,nominal
56.1,sim-0002,station_keeping,26.12883,0.1307,0.56292,0.03527,-0.64722,0.71273,2.68051,30.79774,46.60707,0.5376,0.45005,0.07292,0.96894,33.04169,thruster_degradation
36.9,sim-0001,station_keeping,67.09466,-0.03257,0.27586,-0.08689,-5.89665,-1.95755,-0.96371,27.76203,47.46385,0.37166,0.95733,0.01054,0.94815,29.09927,hydrodynamic_drag
48.3,sim-0002,station_keeping,78.24673,0.54737,0.88098,0.04312,-2.03878,0.62254,-1.29,16.28428,47.5415,0.67772,0.97069,1.75839,0.28389,37.84626,sensor_drift
11.9,sim-0000,target_waypoint,67.43841,0.10284,0.24579,0.00029,-1.49333,-0.84915,2.2665,20.76638,47.13461,0.35361,0.70936,0.10426,0.97102,35.18586,hydrodynamic_drag
34.1,sim-0001,target_waypoint,13.30552,-0.13193,0.44382,-0.03201,1.12239,2.36099,-8.65381,28.07014,47.55382,0.31751,0.38758,0.04132,0.91043,33.62104,thruster_degradation
26.6,sim-0001,target_waypoint,15.33639,0.08744,0.33926,0.04383,-0.04452,-1.51193,-5.80375,33.18807,46.79102,0.56666,0.32963,0.01003,0.95285,33.85062,thruster_degradation
74.7,sim-0003,station_keeping,4.98583,-1.28643,0.31094,-0.50726,-2.74788,15.78924,-0.53175,17.69377,48.29037,0.5725,0.96452,0.07793,0.86863,31.70451,buoyancy_imbalance
88.7,sim-0004,target_waypoint,49.09558,-2.33358,0.92472,-0.47933,1.09286,9.84318,-1.99911,19.29364,47.68095,0.65022,0.94574,0.0857,0.94432,27.96505,buoyancy_imbalance
89.3,sim-0004,target_waypoint,20.26077,-0.02126,0.32954,0.07142,2.25215,1.36837,-0.80808,18.35782,47.58733,0.31042,0.88651,0.76672,0.19278,30.3709,sensor_drift
67.3,sim-0003,pipeline_tracking,4.92114,-0.16731,0.39405,0.00346,1.20299,1.37019,0.16836,18.88833,47.24858,0.73394,0.90199,1.59571,0.52075,28.75788,sensor_drift
40.7,sim-0002,target_waypoint,11.24866,2.77122,0.76053,-0.43887,-0.23072,5.62353,0.90218,18.70912,47.80218,0.41266,1.04003,0.02307,0.96805,31.71107,buoyancy_imbalance
51.2,sim-0002,target_waypoint,27.38732,-0.52078,0.67203,-0.43798,-0.60715,11.53574,-1.05623,18.8651,47.50931,0.25484,1.02378,0.04108,0.97349,32.76242,buoyancy_imbalance
9.2,sim-0000,target_waypoint,63.45963,1.17075,0.42754,0.43086,-1.68553,-9.10505,-1.23611,23.34148,46.60154,0.50706,0.95832,0.02301,0.95261,31.46675,buoyancy_imbalance
95.5,sim-0004,pipeline_tracking,58.61792,-0.17854,0.94828,0.0451,0.93584,-0.48686,-1.75332,18.3356,47.36809,0.3274,0.98648,0.09597,0.94095,35.24632,nominal
41.1,sim-0002,station_keeping,50.51929,0.12545,0.36143,-0.01041,-0.45484,-1.00066,4.80008,31.83971,47.14078,0.51079,0.67848,0.04659,0.8876,32.01426,thruster_degradation
98.9,sim-0004,target_waypoint,52.51412,-0.0856,0.28932,-0.0969,-2.06496,-1.70596,-1.76555,23.76316,47.61762,0.65627,0.98192,0.01882,0.9209,23.44982,hydrodynamic_drag
96.8,sim-0004,target_waypoint,25.95476,0.48327,0.59262,0.0066,-1.86464,0.74963,-1.85026,13.17233,47.13782,0.43158,0.92486,0.79139,0.77792,31.60828,sensor_drift
28.6,sim-0001,pipeline_tracking,18.80904,0.09883,0.43833,0.03403,0.56802,-1.87857,12.63561,26.47501,47.36885,0.50183,0.44334,0.10137,0.95342,35.17232,thruster_degradation
8.2,sim-0000,pipeline_tracking,33.61677,2.84204,0.5136,-0.54606,0.88218,14.29567,2.26574,17.69817,47.61109,0.54864,0.95223,0.03203,0.96612,31.46359,buoyancy_imbalance
8.3,sim-0000,target_waypoint,44.47103,-0.7993,0.95108,0.01529,1.05137,0.46315,-3.93338,17.44154,47.7244,0.28153,1.02417,1.71684,0.79736,24.87405,sensor_drift
42.6,sim-0002,station_keeping,17.10795,0.08461,0.23311,-0.01357,-0.91507,-0.89465,-12.93396,29.29629,47.69606,0.43019,0.31297,0.0901,0.92801,28.53433,thruster_degradation
81.9,sim-0004,station_keeping,24.63239,-0.02534,0.28342,-0.06764,-0.36189,-0.24297,-3.79334,24.80838,47.52246,0.59398,0.77004,0.00484,0.91501,27.66827,hydrodynamic_drag
74.2,sim-0003,pipeline_tracking,50.68871,-2.74645,0.46346,0.59278,1.75471,9.2487,0.16974,16.52322,47.87604,0.57015,1.03377,0.10059,0.95861,35.87053,buoyancy_imbalance
11.6,sim-0000,target_waypoint,33.5937,0.07386,0.33641,0.04027,1.15316,0.62521,-14.53323,30.34534,47.57783,0.44001,0.53825,0.08327,0.95507,31.28683,thruster_degradation
74.0,sim-0003,target_waypoint,14.41293,-0.05023,0.81153,-0.03002,-0.90025,-0.99037,-0.10642,21.44661,47.61658,0.4348,0.97669,0.05292,0.9503,31.44801,nominal
2.9,sim-0000,target_waypoint,28.89727,0.05699,0.38671,-0.04383,-0.59423,-2.2661,-0.0118,27.81995,48.11799,0.50118,0.8707,0.04998,0.89906,26.76586,hydrodynamic_drag
16.3,sim-0000,pipeline_tracking,73.44884,0.41772,0.84323,0.03693,1.33131,-1.28515,-1.93618,13.44479,47.50721,0.42053,0.97197,1.18567,0.22887,27.6533,sensor_drift
99.0,sim-0004,station_keeping,54.61192,-0.05807,0.74921,0.00309,2.92869,0.30307,-0.16636,17.67214,47.31343,0.44386,0.93784,0.02981,0.89898,39.26932,nominal
59.3,sim-0002,target_waypoint,10.74124,0.13959,0.76018,-0.05783,-2.75223,0.65535,-3.1171,18.149,47.69361,0.54999,0.99636,2.12907,0.41767,30.44646,sensor_drift
44.7,sim-0002,station_keeping,26.8954,-2.08503,0.60454,-0.50099,0.09591,9.76218,2.86167,17.55336,47.4738,0.50977,0.98796,0.02425,0.94242,34.73062,buoyancy_imbalance
89.5,sim-0004,pipeline_tracking,74.32875,0.08175,0.26176,0.02068,-2.12932,0.21722,0.09402,19.59993,47.44939,0.43588,0.97938,0.00586,0.90864,29.56765,nominal
85.4,sim-0004,target_waypoint,52.63341,-0.02479,0.25898,0.01244,-0.82814,-1.08283,0.64174,29.80956,46.00153,0.3088,0.89791,0.09737,0.91298,34.93013,hydrodynamic_drag
69.2,sim-0003,target_waypoint,49.7206,2.07691,0.88615,0.26863,-1.28444,-13.11298,1.17349,17.60877,46.90506,0.4141,1.00026,0.06144,0.95524,29.74525,buoyancy_imbalance
46.5,sim-0002,station_keeping,15.21135,0.21409,0.52955,-0.04964,0.00139,-0.5415,-0.66849,15.99424,46.7253,0.42489,0.92474,0.01144,1.0,38.26909,nominal
52.1,sim-0002,target_waypoint,35.94727,0.09558,0.28739,0.01054,0.98642,1.56933,3.24878,33.5661,47.44581,0.49269,0.39448,0.00382,0.99244,33.09216,thruster_degradation
22.4,sim-0001,target_waypoint,17.36252,0.14993,0.27925,-0.03529,0.08241,-1.87207,-1.93282,26.40185,48.00319,0.38712,0.85093,0.10619,0.89427,31.28378,hydrodynamic_drag
87.9,sim-0004,station_keeping,10.79431,0.09056,0.30627,0.02066,0.87019,-0.71279,0.25725,29.12121,47.24582,0.41369,0.81409,0.07736,0.95724,30.58542,hydrodynamic_drag
78.3,sim-0003,station_keeping,74.30361,0.17486,0.70707,-0.04342,0.25814,-0.72934,-1.75128,16.32056,47.2291,0.32107,0.96686,1.06598,0.5016,28.22631,sensor_drift
4.5,sim-0000,station_keeping,69.63124,-0.03481,0.9637,-0.09035,1.4261,-2.22165,-0.18016,17.62042,47.91215,0.05,0.90288,0.03019,0.94148,28.32035,nominal
7.8,sim-0000,station_keeping,11.91636,0.94612,0.47322,0.07778,-1.83729,-1.03758,1.02421,16.47316,47.85157,0.567,0.98224,0.96401,0.3213,30.40363,sensor_drift
2.5,sim-0000,pipeline_tracking,13.98971,-0.14407,0.69881,-0.03665,-0.37938,0.04279,-2.16109,19.84364,46.53184,0.20672,1.00388,0.03057,0.94785,33.11488,nominal
76.9,sim-0003,pipeline_tracking,23.45471,0.08908,0.09032,0.00327,1.42258,-0.69659,-2.08407,24.71844,47.36081,0.87377,0.91683,0.02074,0.97337,33.02023,hydrodynamic_drag
92.1,sim-0004,station_keeping,33.32463,0.1611,0.38042,0.0353,-0.20867,-0.17665,-6.65933,30.15763,47.57019,0.48847,0.34476,0.04394,1.0,37.59636,thruster_degradation
61.3,sim-0003,pipeline_tracking,62.8623,0.2857,0.80573,-0.06825,-1.64511,0.68606,-0.62295,14.39916,48.32658,0.57239,0.96934,2.60874,0.3972,28.70592,sensor_drift
84.1,sim-0004,pipeline_tracking,52.654,0.08383,0.54728,-0.00161,0.23546,0.80367,13.39634,22.94534,47.70944,0.64076,0.56211,0.01223,0.98647,34.36406,thruster_degradation
42.7,sim-0002,pipeline_tracking,28.22816,1.87027,0.73071,-0.41145,-0.66835,7.08309,1.66951,19.87043,46.99961,0.39823,0.96128,0.01071,0.95408,26.99236,buoyancy_imbalance
16.0,sim-0000,pipeline_tracking,24.19186,0.05126,0.72213,-0.03293,-2.06676,-0.1128,-0.5422,19.00793,47.11774,0.56886,0.98434,0.0241,0.9778,29.97125,nominal
33.3,sim-0001,station_keeping,64.08935,0.2907,0.67317,-0.05573,-0.28511,-1.4994,0.6751,19.51074,47.24483,0.50452,0.94566,1.26142,0.39582,31.96011,sensor_drift
39.2,sim-0001,target_waypoint,63.6689,2.23081,0.96004,0.5352,-1.83142,-9.05138,2.06255,19.68942,47.19801,0.47612,0.9875,0.06603,0.89833,34.69991,buoyancy_imbalance
1.6,sim-0000,pipeline_tracking,46.08287,0.03788,0.33027,0.06072,-0.16364,-0.793,8.92397,26.81032,46.41713,0.50189,0.70319,0.03732,0.91145,32.11541,thruster_degradation
42.8,sim-0002,target_waypoint,58.38331,0.2343,0.61703,0.04903,-0.37319,-1.4931,-1.39233,18.8046,46.79922,0.55895,1.04162,1.46073,0.6657,31.61878,sensor_drift
51.8,sim-0002,target_waypoint,53.13524,0.30642,0.53182,0.06264,0.99963,2.35703,-2.24201,18.1676,47.16865,0.42194,0.99691,1.24851,0.28442,29.99251,sensor_drift
99.4,sim-0004,pipeline_tracking,17.7692,-0.03184,0.36911,0.05742,-1.38142,0.57846,-0.23245,31.06374,47.79827,0.71388,0.85213,0.0803,0.99157,34.46845,hydrodynamic_drag
64.3,sim-0003,pipeline_tracking,79.72944,0.06882,0.59762,-0.03029,0.4635,-0.12929,-0.99256,18.52815,46.78841,0.45003,0.96837,2.41798,0.65489,30.19347,sensor_drift
81.7,sim-0004,pipeline_tracking,40.52003,1.28776,0.99963,-0.43669,1.23752,-10.00713,-0.50207,20.2042,47.70226,0.42769,0.96324,0.08626,1.0,31.45493,buoyancy_imbalance
25.8,sim-0001,station_keeping,74.83725,-0.43552,0.69089,0.02296,0.48767,1.68518,0.56908,16.04751,47.87373,0.3469,0.93715,2.63023,0.45138,30.90229,sensor_drift
65.3,sim-0003,target_waypoint,12.67204,0.20032,0.53594,0.09513,0.10394,-1.40179,-0.14033,19.60897,48.26207,0.45096,0.95619,1.06623,0.17118,28.84754,sensor_drift
54.5,sim-0002,target_waypoint,12.88609,-0.1067,0.59766,0.01068,1.17273,-0.98095,0.75871,16.02794,47.6731,0.61097,0.98044,0.07067,0.92852,31.69457,nominal
92.5,sim-0004,pipeline_tracking,56.94189,-0.03121,0.96342,-0.07519,1.16232,-1.93581,0.61449,22.05439,46.79975,0.6346,0.98682,0.03552,0.88886,27.61909,nominal
33.9,sim-0001,station_keeping,67.37589,-0.12298,0.28024,-0.01447,-3.93206,3.38356,-1.78517,23.73453,48.11022,0.4037,0.65835,0.05284,0.91944,29.16436,hydrodynamic_drag
64.8,sim-0003,station_keeping,72.55984,0.37769,0.68896,-0.02123,0.86333,0.15577,1.59435,18.67987,46.63125,0.40273,0.94341,2.46835,0.28865,35.77631,sensor_drift
44.3,sim-0002,target_waypoint,7.22073,-0.12423,0.62403,-0.02786,1.51216,-1.98427,-3.29357,16.16236,47.82369,0.48731,0.98646,1.10745,0.45698,30.73575,sensor_drift
0.9,sim-0000,station_keeping,21.62473,0.13601,0.32912,0.01697,-5.90551,-0.63488,3.28387,23.98528,47.83272,0.52445,0.85134,0.02878,1.0,36.18995,hydrodynamic_drag
5.5,sim-0000,pipeline_tracking,51.18581,0.10025,0.5939,-0.05006,-1.10552,-0.88406,-1.67986,17.03644,46.81017,0.51169,0.97714,0.16296,0.97075,32.63608,nominal
33.5,sim-0001,target_waypoint,14.93399,-0.30977,0.80606,-0.02239,-0.12815,2.74146,0.72147,18.62062,46.29321,0.55331,0.96107,0.09322,0.93063,26.67392,nominal
10.6,sim-0000,pipeline_tracking,29.60071,-0.01982,0.34336,0.06473,0.57643,1.54487,12.27366,24.35137,47.09945,0.53477,0.494,0.05915,0.98527,30.60754,thruster_degradation
93.7,sim-0004,pipeline_tracking,69.81262,-0.96478,0.45534,-0.21058,0.35472,8.73946,-0.95184,15.91863,47.33649,0.60592,0.95165,0.024,0.95615,32.57429,buoyancy_imbalance
67.0,sim-0003,pipeline_tracking,16.27595,0.25483,0.68598,0.11224,1.95596,1.03742,1.47506,22.30866,47.3973,0.40677,0.9657,0.01031,0.9056,29.72832,nominal
76.3,sim-0003,pipeline_tracking,66.16871,-0.75744,0.81686,0.03813,0.28097,-0.61911,0.80425,17.68684,47.02158,0.22675,0.99065,1.74553,0.53685,23.73319,sensor_drift
51.3,sim-0002,station_keeping,69.50649,-0.52325,0.67486,-0.00751,-0.44282,-2.08441,-3.51585,18.17717,47.84616,0.44779,0.95247,1.95879,0.47429,21.64376,sensor_drift
76.8,sim-0003,station_keeping,52.5957,0.45393,0.97083,0.01595,-1.08288,-1.48158,2.00054,20.22271,47.27185,0.42168,0.99253,1.49512,0.63941,28.29047,sensor_drift
15.8,sim-0000,target_waypoint,11.27434,0.20432,0.4677,-0.06937,-0.23086,-2.26274,3.892,18.8491,47.61397,0.65326,1.01821,1.15906,0.66454,23.89465,sensor_drift
9.9,sim-0000,station_keeping,6.54456,0.1452,0.30337,-0.00694,4.97152,0.1236,1.77807,26.57208,46.76976,0.60908,0.76646,0.01596,0.93873,29.92839,hydrodynamic_drag
65.9,sim-0003,target_waypoint,44.26512,-0.09297,0.31555,0.00914,3.97641,-0.44603,0.70522,22.42946,47.11673,0.7325,0.76002,0.02864,0.9591,29.73054,hydrodynamic_drag
51.5,sim-0002,target_waypoint,27.66956,0.14434,0.41215,0.04183,-0.86367,-0.70257,0.34173,17.76634,47.68022,0.36409,0.95489,0.09971,0.96723,22.48944,nominal
53.9,sim-0002,target_waypoint,28.15807,0.05165,0.2552,0.01512,-1.24307,-1.3836,1.61082,24.15637,48.0801,0.46358,0.83996,0.00958,0.99203,25.10607,hydrodynamic_drag
68.7,sim-0003,station_keeping,56.65799,-1.10411,0.45744,-0.32539,1.59579,-14.342,1.70834,17.5088,48.00481,0.59916,1.01566,0.02055,0.87754,29.12868,buoyancy_imbalance
68.1,sim-0003,station_keeping,16.7122,-0.09046,0.27135,-0.08727,-0.99226,0.07932,11.72841,23.31772,47.35507,0.12748,0.43856,0.0305,0.96746,28.16443,thruster_degradation
20.8,sim-0001,pipeline_tracking,38.37669,-0.02049,0.47,-0.02968,-0.32425,-0.71734,-1.58443,14.08148,47.43879,0.40856,0.91927,2.12307,0.63872,26.42478,sensor_drift
60.3,sim-0003,station_keeping,57.6066,0.18776,0.64268,0.0725,-0.08322,1.94142,-1.01868,17.46718,46.96491,0.45225,0.96631,1.31781,0.49255,29.57432,sensor_drift
65.4,sim-0003,station_keeping,27.40223,0.05501,0.24592,0.07214,-2.14604,0.32053,1.23437,26.31091,47.29154,0.37078,0.72983,0.08284,0.95107,32.55086,hydrodynamic_drag
95.6,sim-0004,target_waypoint,41.94053,0.17271,0.54538,2e-05,0.35484,-0.14542,12.03656,29.7918,47.36992,0.35716,0.43379,0.06139,0.97542,35.95507,thruster_degradation
42.0,sim-0002,station_keeping,70.79525,-0.08005,0.53833,0.07268,-0.80163,-1.02609,0.50762,18.36212,47.71772,0.43673,0.96263,0.05563,0.91456,27.17119,nominal
62.6,sim-0003,target_waypoint,39.24497,0.02019,0.30667,0.10028,-0.7992,0.68194,-10.05435,29.8822,47.30996,0.58109,0.36934,0.01326,0.89945,28.87863,thruster_degradation
45.6,sim-0002,station_keeping,76.15677,0.07204,0.18157,0.02519,0.16464,0.38468,6.65134,29.40739,47.43667,0.78141,0.53446,0.07665,0.88283,26.74364,thruster_degradation
28.1,sim-0001,target_waypoint,16.14847,-0.17296,0.60147,0.06077,0.97679,0.32629,6.50762,21.42945,47.42384,0.56578,0.63209,0.00294,1.0,31.11339,thruster_degradation
27.7,sim-0001,pipeline_tracking,5.21853,-1.96027,0.63379,-0.64129,-0.63529,17.36126,-0.12701,15.05018,46.4916,0.43486,0.97976,0.00869,0.86851,32.68245,buoyancy_imbalance
43.2,sim-0002,station_keeping,23.72742,2.43146,0.6294,0.27967,0.16293,-8.15946,-2.12764,17.19681,47.67965,0.36254,1.02806,0.08477,0.85396,34.09654,buoyancy_imbalance
68.4,sim-0003,station_keeping,38.91329,-0.10318,0.24486,-0.00939,-0.04545,1.29021,-0.07499,23.13511,47.79227,0.42667,0.6578,0.09479,0.92417,33.19376,hydrodynamic_drag
4.3,sim-0000,pipeline_tracking,17.97943,-0.27685,0.88093,-0.05362,-1.4372,0.43578,2.41799,20.12247,47.26433,0.45724,0.95312,1.8343,0.58546,31.11838,sensor_drift
11.3,sim-0000,target_waypoint,8.47333,-0.64078,0.54104,-0.04295,-2.14783,0.01194,0.6013,15.45834,47.73307,0.48667,0.90947,1.88864,0.82,31.66403,sensor_drift
19.8,sim-0000,station_keeping,71.13617,0.25995,0.27429,-0.05178,0.14737,0.98416,-1.39925,20.95869,47.78268,0.76107,0.97547,2.70489,0.35355,30.64953,sensor_drift
68.8,sim-0003,pipeline_tracking,73.5163,-0.00069,0.34909,0.02499,0.86785,-0.38916,0.84932,14.80913,48.1374,0.45535,0.89869,1.13337,0.45089,33.6093,sensor_drift
46.8,sim-0002,station_keeping,58.21108,0.28242,0.67838,0.04508,1.40852,-0.17135,1.08167,18.72681,48.31403,0.47825,0.96528,0.96735,0.05,27.09782,sensor_drift
35.6,sim-0001,target_waypoint,6.20502,0.16063,0.43361,-0.02594,0.90398,0.63406,9.75779,24.75606,47.30039,0.3904,0.44009,0.01239,0.95245,30.41059,thruster_degradation
92.4,sim-0004,station_keeping,22.89573,0.00021,0.3806,-0.01944,-6.14866,-0.08418,0.57719,23.34178,47.89908,0.4091,0.7247,0.03413,0.90882,31.06479,hydrodynamic_drag
9.6,sim-0000,station_keeping,62.15808,0.06337,0.30769,0.13292,-0.25561,-0.54675,11.65095,23.75302,47.62667,0.35762,0.44041,0.02803,0.95501,34.39707,thruster_degradation
90.2,sim-0004,target_waypoint,46.35673,1.34415,0.41805,-0.3765,1.58635,-10.29426,-0.04639,18.86691,47.48654,0.3985,0.99542,0.08106,0.95934,31.51012,buoyancy_imbalance
52.2,sim-0002,station_keeping,70.42279,-1.7113,0.84372,-0.25707,-0.86181,-10.06528,-0.71825,16.47448,47.24177,0.06898,1.03473,0.02592,0.90205,27.80063,buoyancy_imbalance
18.4,sim-0000,pipeline_tracking,26.98448,0.02145,0.17449,-0.00813,2.02573,-0.07378,5.21209,24.99715,47.84187,0.32785,0.79071,0.03415,0.92163,27.84834,hydrodynamic_drag
69.1,sim-0003,pipeline_tracking,45.02845,-0.0396,0.50558,0.03219,-0.97901,2.02531,-10.23684,21.07633,47.30177,0.44996,0.67237,0.00047,0.92719,27.41203,thruster_degradation
13.3,sim-0000,pipeline_tracking,28.9958,-0.20555,0.56838,0.02596,0.49374,-0.03032,-2.55517,17.40642,47.17336,0.37021,0.99775,1.68796,0.82,37.10736,sensor_drift
91.7,sim-0004,target_waypoint,61.95718,1.91132,0.70428,-0.4545,1.1438,11.75732,2.2688,16.87329,47.60561,0.49208,0.93469,0.04091,0.91469,35.02087,buoyancy_imbalance
50.0,sim-0002,target_waypoint,67.17789,0.05859,0.61176,0.00448,-0.93962,1.50433,-1.01831,18.07959,47.43372,0.5253,0.92773,0.07849,0.8688,32.41419,nominal
92.2,sim-0004,pipeline_tracking,76.05218,-1.49007,0.95286,0.45947,-0.12114,-5.6847,-0.47294,16.50546,48.01731,0.51825,1.00494,0.0467,1.0,38.23025,buoyancy_imbalance
85.6,sim-0004,pipeline_tracking,63.63033,0.04055,0.28676,0.04244,-0.64948,-0.18648,-12.36892,22.95998,46.88049,0.4229,0.26115,0.09089,0.96478,30.03026,thruster_degradation
4.0,sim-0000,pipeline_tracking,27.37748,-0.00102,0.4164,-0.00557,0.60031,-0.69959,-2.87492,20.42575,47.29238,0.42271,0.97056,0.08607,0.95054,30.00032,nominal
82.9,sim-0004,pipeline_tracking,73.19878,0.08947,0.17867,-0.03573,0.4132,1.08874,-1.40902,25.92581,48.26537,0.69818,0.75969,0.04747,0.96224,29.51884,hydrodynamic_drag
28.4,sim-0001,target_waypoint,67.90865,-0.18288,0.48049,0.02014,-1.52175,1.64908,-0.98673,25.52383,47.58548,0.57285,0.70851,0.06629,0.98867,30.52373,hydrodynamic_drag
61.4,sim-0003,target_waypoint,4.91599,-0.07159,0.30069,0.06428,3.67167,-0.94003,3.12079,26.55332,47.47403,0.52751,0.88138,0.04619,0.931,27.68349,hydrodynamic_drag
45.4,sim-0002,pipeline_tracking,67.17762,0.11665,0.25517,0.03817,-5.19578,-0.35472,-1.2714,26.3343,46.63124,0.63094,0.81853,0.03505,0.89458,27.07798,hydrodynamic_drag
34.6,sim-0001,pipeline_tracking,78.64138,0.07706,0.18214,0.03475,0.17855,0.15099,-15.39522,23.31302,47.5427,0.51412,0.58611,0.0104,0.85416,32.26661,thruster_degradation
86.4,sim-0004,station_keeping,7.76936,0.13766,0.47211,-0.0283,-1.39183,0.59073,-1.48661,29.3211,48.01818,0.53008,0.81463,0.01017,0.9003,33.21047,hydrodynamic_drag
45.5,sim-0002,target_waypoint,34.11945,-0.12628,1.14564,0.00102,-0.06167,1.67711,1.31191,14.83186,47.38613,0.47089,0.94871,0.01146,0.98423,31.61004,nominal
87.7,sim-0004,pipeline_tracking,72.02584,2.63163,0.72923,0.54449,-0.28218,-7.19295,2.84423,18.50882,46.25795,0.43843,1.01254,0.03605,0.97499,31.25859,buoyancy_imbalance
16.9,sim-0000,pipeline_tracking,59.67607,-0.10755,0.23659,0.02706,1.93167,0.02109,-3.49955,24.94198,47.58448,0.30029,0.74827,0.07789,0.95986,27.15371,hydrodynamic_drag
9.7,sim-0000,pipeline_tracking,16.78195,1.46246,0.72733,0.55541,0.95474,-16.23826,-2.16594,19.89763,47.8688,0.32301,0.92826,0.04808,0.88864,31.24607,buoyancy_imbalance
20.0,sim-0001,target_waypoint,61.06249,-0.04619,0.79573,-0.00942,1.40477,-1.11222,-0.60869,18.36485,47.31512,0.30847,0.98569,0.08499,0.96468,27.60134,nominal
60.2,sim-0003,target_waypoint,50.42455,1.72167,0.38675,0.31368,1.33358,7.21776,-2.94101,19.64447,47.32164,0.62691,1.04484,0.10414,0.90549,29.65639,buoyancy_imbalance
76.7,sim-0003,target_waypoint,51.8068,2.377,0.59378,-0.29585,-1.59973,-13.35726,0.98458,14.82004,47.7803,0.6781,0.95967,0.00681,0.95258,34.20791,buoyancy_imbalance
51.6,sim-0002,station_keeping,78.45048,0.08572,0.31807,-0.04845,2.52813,-1.30499,11.83199,25.05843,47.23121,0.56704,0.29857,0.07633,0.92178,28.06811,thruster_degradation
42.5,sim-0002,target_waypoint,68.41461,0.00201,0.76885,0.01571,0.83591,1.82199,2.24114,20.08803,48.05382,0.57546,0.94896,0.05955,0.98278,29.02267,nominal
20.1,sim-0001,station_keeping,60.94665,0.30849,0.60608,0.0051,1.47635,0.33812,11.66788,26.07027,48.19335,0.43426,0.34878,0.02134,0.91509,28.26594,thruster_degradation
17.0,sim-0000,target_waypoint,9.85313,-0.06017,0.77961,-0.07579,-2.32727,0.77768,-2.6814,17.74173,47.05156,0.5758,0.97172,0.03864,0.90518,32.10405,nominal
67.4,sim-0003,target_waypoint,42.92622,-0.17509,0.11906,0.12973,0.06736,1.00933,2.38511,22.83366,47.28317,0.4971,0.78565,0.00333,0.93436,36.21883,hydrodynamic_drag
37.5,sim-0001,station_keeping,74.34356,-0.05045,1.0106,-0.05781,-1.32385,-0.08978,1.72659,19.49638,47.22814,0.71766,0.96797,0.08985,1.0,28.05083,nominal
10.4,sim-0000,target_waypoint,60.06887,-0.07131,0.24563,-0.01002,4.98906,-0.59125,2.43857,20.36594,48.4264,0.54028,0.78745,0.02816,0.93949,24.91374,hydrodynamic_drag
47.4,sim-0002,station_keeping,14.77182,0.14283,0.19358,0.00234,2.15416,-2.16238,-1.87834,22.66407,47.21978,0.28912,0.71859,0.05266,0.98957,35.59068,hydrodynamic_drag
